Formalisasi,Stopword Removal
"['makin', 'kesini', 'makin', 'bobrok', 'bagi', 'jual', 'potong', 'admin', 'terlalu', 'besar', 'dan', 'sangat', 'rugi', 'jual', 'terima kasih']",kesini bobrok jual potong admin rugi jual terima kasih
"['lagi', 'kecewa', 'banget', 'sama', 'shopee', 'semua', 'voucer', 'gratis', 'ongkos kirim', 'maupun', 'voucer', 'cash', 'kembali', 'ngk', 'ada', 'yang', 'bisa', 'di', 'gunainn', 'pas', 'di', 'klik', 'ga', 'mau', 'ke', 'potong', 'ongkirnya', 'dan', 'ada', 'notif', 'voucer', 'shopee', 'tidak_sahh', 'gimana', 'sihh', 'ini', 'kemarin', 'tidak_pernah', 'begini', 'saya', 'beli', 'pun', 'voucer', 'gratis', 'ongkirr', 'tidak_bisa', 'juga', 'di', 'guna', 'ini', 'shoppe', 'kenapa', 'sihh', 'mana', 'sudah', 'isi', 'shopee', 'bayar', 'paspasan', 'lgii', 'padahal', 'perlu', 'banget', 'beli', 'sesuatu', 'ehh', 'seperti', 'gin', 'aplikasi', 'kecewa', 'bgtt']",kecewa banget shopee voucer gratis ongkos kirim voucer cash ngk gunainn pas klik ga potong ongkirnya notif voucer shopee tidak sahh gimana sihh kemarin tidak pernah beli voucer gratis ongkirr tidak bisa shoppe sihh isi shopee bayar paspasan lgii banget beli ehh gin aplikasi kecewa bgtt
"['akun', 'batas', 'dan', 'harus', 'username', 'mana', 'bisa', 'saya', 'inget', 'yang', 'saya', 'inget', 'hanya', 'awal']",akun batas username inget inget
"['di', 'akun', 'saya', 'tidak_ada', 'layan', 'shopeylater', 'nya', 'padahal', 'saya', 'belanja', 'di', 'shopee', 'bisa', 'sampai', 'minggu']",akun tidak ada layan shopeylater nya belanja shopee minggu
"['shopee', 'kenapa', 'mau', 'order', 'kok', 'sulit', 'banget', 'smp', 'sebel', 'mau', 'cek', 'keluar', 'saja', 'kok', 'susah', 'amat']",shopee order sulit banget smp sebel cek susah
"['saldo', 'spp', 'tiba', 'hilang', 'nrasfer', 'sendiri', 'ke', 'buka', 'kios', 'situs', 'padahal', 'saya', 'tidak_laku', 'transaksi', 'apa', 'tengah', 'jam', 'sebelumya', 'saya', 'dapat', 'telvon', 'dari', 'pihak', 'shopee', 'kata', 'dia', 'yang', 'memberitahukan', 'bahwa', 'saya', 'dapat', 'hadiah', 'voucer', 'shopee', 'dan', 'harus', 'penuh', 'syarat', 'ini', 'itu', 'tidak_lama', 'kemudian', 'ada', 'pemberitahuan', 'kalau', 'saya', 'sdh', 'laku', 'bayar', 'ke', 'buka', 'kios', 'situs', 'lalu', 'shopeepay', 'tanpa', 'tahu', 'saya', 'padahal', 'saya', 'tidak_rasa', 'transaksi', 'apa', 'kok', 'bisa', 'yaa', 'aneh', 'saya', 'kecewa', 'sih']",saldo spp hilang nrasfer buka kios situs tidak laku transaksi jam sebelumya telvon shopee memberitahukan hadiah voucer shopee penuh syarat tidak lama pemberitahuan sdh laku bayar buka kios situs shopeepay tidak rasa transaksi yaa aneh kecewa sih
"['sumpah', 'kecewa', 'banget', 'sama', 'shopee', 'sekarang', 'kembali', 'pilih', 'ekspedisi', 'kaya', 'dulu']",sumpah kecewa banget shopee pilih ekspedisi kaya
"['payah', 'make', 'shopee', 'sudah', 'lama', 'tapi', 'masih', 'belum', 'bisa', 'shopee', 'bayar', 'latternya', 'gilir', 'ada', 'guna', 'baru', 'langsung', 'bisa', 'limit', 'gedee', 'lagi', 'paraahh', 'parah', 'sudah', 'pokok']",payah make shopee shopee bayar latternya gilir langsung limit gedee paraahh parah pokok
"['admin', 'shopee', 'nd', 'bisa', 'selesai', 'masalah', 'percuma', 'bikin', 'forum', 'diskusi', 'ingat', 'shopee', 'besar', 'karena', 'beli', 'kalau', 'banyak', 'beli', 'yang', 'kecewa', 'semoga', 'shopee', 'nd', 'akhir', 'seperti', 'path', 'nokia', 'dan lain lain', 'kecewa', 'sm', 'adminnya']",admin shopee nd selesai bikin forum diskusi shopee beli beli kecewa semoga shopee nd path nokia dan lain lain kecewa sm adminnya
"['saya', 'bagai', 'beli', 'formula', 'pertama', 'rasa', 'puas', 'telah', 'saya', 'beli', 'dan', 'bayar', 'lalu', 'resmi', 'ke', 'shopee', 'barang', 'tidak_di', 'kirim', 'dan', 'uang', 'tidak_di', 'kembali', 'kecewa', 'banget', 'sama', 'layan', 'nya']",beli formula puas beli bayar resmi shopee barang tidak di kirim uang tidak di kecewa banget layan nya
"['shoope', 'iklan', 'tolong', 'di', 'kurngi', 'kenapa', 'terus', 'orang', 'mau', 'main', 'game', 'tapi', 'iklan', 'terus', 'jadi', 'ganggu', 'sudah', 'iklan', 'tidak_bisa', 'di', 'keluar', 'jadi', 'ganggu', 'banget', 'tolong', 'iklan', 'di', 'kurang', 'menggangu']",shoope iklan tolong kurngi orang main game iklan ganggu iklan tidak bisa ganggu banget tolong iklan menggangu
"['jadi', 'beli', 'dg', 'status', 'premium', 'tidak_berpengaruh', 'tiap', 'komplain', 'barang', 'selalu', 'lama', 'mau', 'ganti', 'barang', 'yang', 'tidak_cacat', 'saja', 'lama', 'dan', 'ribet', 'minta', 'bukti', 'bungkus', 'dan', 'unboxing', 'dari', 'pihak', 'jual', 'pun', 'lepas', 'tangan', 'saya', 'sudah', 'kirim', 'semua', 'bukti', 'masih', 'saja', 'ribet', 'cuma', 'mau', 'ganti', 'barang', 'yang', 'tidak_cacat', 'saja', 'susah', 'mlh', 'banyak', 'dari', 'pihak', 'beli', 'yang', 'rugi']",beli status premium tidak berpengaruh komplain barang ganti barang tidak cacat ribet bukti bungkus unboxing jual lepas tangan kirim bukti ribet ganti barang tidak cacat susah mlh beli rugi
"['ini', 'shopeenya', 'kenapa', 'sih', 'saya', 'bela', 'bain', 'ganti', 'nomor', 'demi', 'shopee', 'bahkan', 'kode', 'otp', 'nya', 'tidak', 'masuk', 'saya', 'sudah', 'nunguin', 'jam', 'lebih baik', 'kalian', 'tidak', 'perlu', 'downlod', 'aplikasi', 'ini']",shopeenya sih bela bain ganti nomor shopee kode otp nya masuk nunguin jam lebih baik downlod aplikasi
"['untuk', 'kembali', 'dana', 'saat', 'paket', 'tidak_sesuai', 'mes', 'ribet', 'sama', 'lama', 'banget', 'proses', 'tidak', 'jelas', 'juga', 'sudah']",dana paket tidak sesuai mes ribet banget proses
"['makin', 'sini', 'aplikasi', 'makin', 'buruk', 'kecewa', 'saya', 'akan', 'hal', 'ini', 'saya', 'tidak_bisa', 'buat', 'pesan', 'karena', 'selalu', 'error']",aplikasi buruk kecewa tidak bisa pesan error
"['aplikasi', 'nya', 'makin', 'lama', 'makin', 'berat', 'menunggu', 'makin', 'lama', 'ngklik', 'menu', 'tidak_langsung', 'pindah', 'menu', 'seperti', 'masih', 'mikir', 'mau', 'sedang apa', 'ini', 'aplikasi', 'padahal', 'dulu', 'awal', 'shopee', 'enak', 'lancar', 'pakai', 'tolong', 'baik', 'lagi', 'bagi', 'developer', 'aplikasi', 'seperti', 'aplikasi', 'tetangga', 'yang', 'walopun', 'sudah', 'sering', 'terbaru', 'tapi', 'performa', 'aplikasi', 'ttp', 'cepat', 'kalau', 'sudah', 'lancar', 'saya', 'ubah', 'ulas', 'dan', 'bintang', 'saya', 'terima kasih']",aplikasi nya berat menunggu ngklik menu tidak langsung pindah menu mikir sedang apa aplikasi shopee enak lancar pakai tolong developer aplikasi aplikasi tetangga walopun terbaru performa aplikasi ttp cepat lancar ubah ulas bintang terima kasih
"['kenapa', 'sih', 'mau', 'daftar', 'kok', 'di', 'sulit', 'pakai', 'fb', 'tidak', 'bisa', 'pakai', 'email', 'juga', 'tidak', 'bisa', 'sbnarnya', 'mau', 'pakai', 'apa', 'sih', 'jadi', 'pusing', 'saya']",sih daftar sulit pakai fb pakai email sbnarnya pakai sih pusing
"['kecewa', 'ga', 'bisa', 'tambah', 'kartu', 'kredit', 'ketika', 'minta', 'otp', 'bahkan', 'ga', 'dapat', 'dapat', 'otpnya', 'tindak', 'lebih', 'lanjut', 'dong', 'admin']",kecewa ga kartu kredit otp ga otpnya tindak admin
"['tidak_banget', 'deh', 'ini', 'aplikasi', 'mau', 'blnj', 'perdana', 'saja', 'ribet', 'nya', 'minta', 'ampun', 'coba', 'gk', 'lanjur', 'isi', 'saldo', 'jt', 'tidak mau', 'saya', 'blnj', 'di', 'aplikasi', 'ini']",tidak banget deh aplikasi blnj perdana ribet nya ampun coba gk lanjur isi saldo jt tidak mau blnj aplikasi
"['error', 'voucer', 'sudah', 'di', 'guna', 'padahal', 'masa', 'laku', 'masih', 'lama', 'lagi', 'kalau', 'sudah', 'di', 'guna', 'kenapa', 'masih', 'pajang', 'tu', 'voucer', 'tidak_jelas', 'banget', 'sih', 'makin', 'lama', 'makin', 'kacau']",error voucer laku pajang tu voucer tidak jelas banget sih kacau
"['bodoh', 'verifikasi', 'nomor', 'seluler', 'saja', 'susah', 'nya', 'minta', 'ampun', 'kalau', 'sudah', 'daftar', 'minta', 'lagi', 'yang', 'belum', 'daftar', 'kan']",bodoh verifikasi nomor seluler susah nya ampun daftar daftar
"['akhir', 'akhir', 'ini', 'sering', 'tidak_bisa', 'dipake', 'voucer', 'gratis', 'ongkos kirim', 'nya', 'jadi', 'risih', 'deh', 'jan', 'unduh', 'shopee', 'yang', 'sekarang', 'tidak_kayak', 'yang', 'dulu', 'sekarang', 'bahkan', 'makin', 'jelelk']",tidak bisa dipake voucer gratis ongkos kirim nya risih deh jan unduh shopee tidak kayak jelelk
"['kok', 'tidak_bisa', 'iya', 'buat', 'cekout', 'harus', 'nunggu', 'vertifikasi', 'lama', 'banget', 'terus', 'tidak', 'tahu', 'barang', 'sudah', 'di', 'kemas', 'atau', 'belum', 'nya']",tidak bisa iya cekout nunggu vertifikasi banget barang kemas nya
"['kirim', 'lewat', 'shopee', 'expres', 'standar', 'lama', 'banget', 'ngehambat', 'aktivitas', 'mau', 'pergi', 'untuk', 'perlu', 'dadak', 'juga', 'was', 'was', 'kasih', 'juga', 'sama', 'kurir', 'kalau', 'gk', 'ada', 'rumah', 'kalau', 'rumah', 'gk', 'ada', 'yang', 'bisa', 'titip', 'karena', 'kerja', 'tolong', 'iya', 'shopee', 'untuk', 'kirim', 'nya', 'lebih', 'tepat', 'waktu', 'estimasi', 'hari', 'senin', 'tanggal', 'tapi', 'sampai', 'hari', 'ini', 'belum', 'ada', 'kecewa', 'di', 'kirim', 'nya', 'saja']",kirim shopee expres standar banget ngehambat aktivitas pergi dadak was was kasih kurir gk rumah rumah gk titip kerja tolong iya shopee kirim nya estimasi senin tanggal kecewa kirim nya
"['kenapa', 'saya', 'laku', 'bayar', 'melalui', 'shopee', 'bayar', 'tidak', 'bisa', 'bahkan', 'keluar', 'tulis', 'untuk', 'aman', 'anda']",laku bayar shopee bayar tulis aman
"['gwe', 'kesaal', 'sekali', 'ini', 'sama', 'shopee', 'kna', 'pas', 'mau', 'cekout', 'selalu', 'gagal', 'padahal', 'jaringan', 'dipake', 'youtube', 'atau', 'apa', 'bagus', 'tapi', 'pas', 'di', 'pakai', 'shopee', 'jaringan', 'selalu', 'tidak_sedia']",gwe kesaal shopee kna pas cekout gagal jaringan dipake youtube bagus pas pakai shopee jaringan tidak sedia
"['shopee', 'sekarang', 'sudah', 'sangat', 'cekik', 'sekali', 'kata', 'gratis', 'ongkos kirim', 'tetapi', 'kena', 'ongkos kirim', 'lebih', 'mahal', 'ongkirnya', 'benar', 'cekik', 'sekali', 'saya', 'sudah', 'langgan', 'lama', 'tetapi', 'makin', 'kesini', 'kenapa', 'bahkan', 'makin', 'mahal']",shopee cekik gratis ongkos kirim kena ongkos kirim mahal ongkirnya cekik langgan kesini mahal
"['kecewa', 'banget', 'kenapa', 'untuk', 'konfirmasi', 'alamat', 'susah', 'banget', 'yaa', 'udh', 'hari', 'hari', 'di', 'coba', 'engga', 'bisa', 'bisa', 'di', 'seluler', 'mbak', 'ipar', 'ku', 'juga', 'sama', 'saja', 'begitu', 'mau', 'nambah', 'alamat', 'baru', 'kendala', 'di', 'bagi', 'konfirmasi', 'alamat', 'padahal', 'semua', 'udh', 'benar', 'camat', 'kabupaten', 'kota', 'semua', 'sesuai', 'di', 'kakak', 'bagaimana', 'ini', 'mau', 'belanja', 'jadi', 'susah']",kecewa banget konfirmasi alamat susah banget yaa udh coba engga seluler mbak ipar ku nambah alamat kendala konfirmasi alamat udh camat kabupaten kota sesuai kakak belanja susah
"['untuk', 'kirim', 'lama', 'banget', 'untuk', 'layan', 'keluh', 'konsumen', 'masih', 'bagus', 'tokopedia', 'mana', 'mana']",kirim banget layan keluh konsumen bagus tokopedia
"['shopee', 'kenapa', 'sih', 'mau', 'tetap', 'alamat', 'bahkan', 'ke', 'banten', 'melulu', 'sudah', 'tahu', 'setu', 'itu', 'di', 'jawa', 'barat', 'emosi', 'mau', 'sen', 'tidak bisa', 'melulu', 'gara', 'alamat', 'nya', 'ga', 'valid']",shopee sih alamat banten melulu setu jawa barat emosi sen tidak bisa melulu gara alamat nya ga valid
"['kemarin', 'saya', 'kasih', 'bintang', 'sekarang', 'saya', 'kasih', 'kalau', 'ada', 'bintang', 'itu', 'yang', 'saya', 'kasih', 'pelyanan', 'shopee', 'tambah', 'buruk', 'belanja', 'online', 'ga', 'sesuai', 'barang', 'ga', 'bisa', 'kembali', 'shopee', 'curiga', 'libat', 'tipu', 'dengan', 'dagang', 'nya', 'mau', 'aju', 'kembali', 'ga', 'ada', 'pilih', 'aplikasi', 'ga', 'jelas']",kemarin kasih bintang kasih bintang kasih pelyanan shopee buruk belanja online ga sesuai barang ga shopee curiga libat tipu dagang nya aju ga pilih aplikasi ga
"['parah', 'sih', 'skr', 'sedia', 'jasa', 'kirim', 'bahkan', 'ga', 'bisa', 'milih', 'sesuai', 'ingin', 'kita', 'yang', 'ada', 'bahkan', 'ingin', 'shopee', 'kecewa', 'banget', 'mohon', 'kembali', 'jasa', 'kirim', 'seperti', 'dulu']",parah sih skr sedia jasa kirim ga milih sesuai shopee kecewa banget mohon jasa kirim
"['aku', 'suka', 'belanja', 'di', 'shopee', 'karena', 'diskon', 'nya', 'banyak', 'daan', 'tidak_ribet', 'sering', 'kali', 'belanja', 'ke', 'shopee', 'baru', 'kali', 'ini', 'kecewa', 'karena', 'sistem', 'shopee', 'yang', 'tiba', 'barang', 'yang', 'aku', 'beli', 'di', 'batal', 'dapat', 'hari', 'telah', 'checkout', 'karena', 'salah', 'sistem', 'pihak', 'banget', 'sih', 'kan', 'aku', 'sudah', 'neng', 'banget', 'ehh', 'tiba', 'di', 'batal', 'tolong', 'dong', 'shopee', 'tidak_kaya', 'gitu', 'kan', 'kecewa', 'banget']",suka belanja shopee diskon nya daan tidak ribet kali belanja shopee kali kecewa sistem shopee barang beli batal checkout salah sistem banget sih neng banget ehh batal tolong shopee tidak kaya gitu kecewa banget
"['hancur', 'hancur', 'alamat', 'sudah', 'tera', 'jelas', 'dari', 'tgal', 'pesan', 'sampai', 'sekarang', 'belum', 'sampai', 'tolong', 'di', 'baik', 'layan', 'nya', 'kalau', 'di', 'kasih', 'nilai', 'di', 'lihat', 'iya', 'developer', 'di', 'respon', 'cepat', 'apa', 'yang', 'konsumen', 'ada', 'ingin']",hancur hancur alamat tera tgal pesan tolong layan nya kasih nilai lihat iya developer respon cepat konsumen
"['telah', 'terbaru', 'redmi', 'profesional', 'bahkan', 'bisa', 'buka', 'shopee', 'tanam', 'padahal', 'jaringan', 'browser', 'semua', 'normal', 'kacau']",terbaru redmi profesional buka shopee tanam jaringan browser normal kacau
"['ma', 'af', 'banget', 'min', 'shopee', 'sekarang', 'kaya', 'dulu', 'sekarang', 'lot', 'parah', 'mau', 'pilih', 'barang', 'lama', 'buka', 'bahkan', 'bisa', 'buka', 'harus', 'tutup', 'aplikasi', 'dulu', 'terus', 'mencari', 'lagi', 'mohon', 'dong', 'baik', 'biar', 'enak', 'kalau', 'milih', 'barang']",ma af banget min shopee kaya lot parah pilih barang buka buka tutup aplikasi mencari mohon biar enak milih barang
"['tolong', 'kembali', 'bijak', 'pilih', 'jasa', 'kirim', 'fitur', 'baru', 'bahkan', 'bikin', 'ribet']",tolong bijak pilih jasa kirim fitur bikin ribet
"['suka', 'sih', 'tapi', 'lama', 'bgeselin', 'awal', 'lengkap', 'terus', 'order', 'ku', 'eh', 'pas', 'aku', 'belanja', 'di', 'olsho', 'ggi', 'grup', 'jember', 'dikecewain', 'beli', 'sampai', 'kg', 'masa', 'ada', 'barang', 'ga', 'kirim', 'itu', 'milik', 'cs', 'tidak_milik', 'saya', 'sampai', 'ibu', 'aku', 'marah', 'shopee', 'ku', 'mau', 'di', 'copot', 'gara', 'itu']",suka sih bgeselin lengkap order ku eh pas belanja olsho ggi grup jember dikecewain beli kg barang ga kirim milik cs tidak milik marah shopee ku copot gara
"['mohon', 'direspon', 'kepada', 'shopee', 'untuk', 'kembali', 'dana', 'dari', 'shopeepay', 'mohon', 'tidak_sulit', 'saya', 'verifikasi', 'foto', 'sampai', 'kali', 'gagal', 'terus', 'pesan', 'sama', 'opratornya', 'iya', 'cuma', 'suruh', 'ft', 'lagi', 'terus', 'gda', 'jelas', 'sampai', 'hari', 'gmn', 'ini']",mohon direspon shopee dana shopeepay mohon tidak sulit verifikasi foto kali gagal pesan opratornya iya suruh ft gda gmn
"['sekarang', 'ga', 'bisa', 'milih', 'ekspedisi', '', 'express', 'saya', 'cuma', 'percaya', 'sama', '', 'express']",ga milih ekspedisi  express percaya  express
"['sekarang', 'shopee', 'emang', 'parah', 'masak', 'biaya', 'tagan', 'sama', 'ongkos kirim', 'mahal', 'biaya', 'tangan', 'bisa', 'jelas']",shopee emang parah masak biaya tagan ongkos kirim mahal biaya tangan
"['kalau', 'rokok', 'di', 'jual', 'sini', 'kalau', 'perlengkpan', 'vape', 'di', 'larang', 'bodoh', 'apa', 'beda', 'nya', 'apa', 'takut', 'rokok', 'tidak', 'laku', 'iya']",rokok jual perlengkpan vape larang bodoh beda nya takut rokok laku iya
"['sudah', 'lama', 'pakai', 'shopee', 'tapi', 'baru', 'sekarang', 'males', 'pakai', 'shopee', 'karena', 'gk', 'bisa', 'milih', 'expedisi']",pakai shopee males pakai shopee gk milih expedisi
"['daftar', 'makin', 'susah', 'log', 'masuk', 'akun', 'sendiri', 'juga', 'sulit', 'bgsd', 'emg', 'ga', 'niat', 'amat', 'bikin', 'aplikasi']",daftar susah log masuk akun sulit bgsd emg ga niat bikin aplikasi
"['kenapa', 'ko', 'aplikasi', 'shopee', 'saya', 'tidak_ada', 'menu', 'shopee', 'foodnya', 'padahal', 'sudah', 'di', 'meningkatkan', 'ulang', 'kali']",ko aplikasi shopee tidak ada menu shopee foodnya meningkatkan ulang kali
"['halahh', 'mau', 'ganti', 'tambah', 'alamat', 'ga', 'bisa', 'balik', 'terus', 'ke', 'alamat', 'mula', 'bagaimana', 'mau', 'shopping']",halahh ganti alamat ga alamat shopping
"['aku', 'beli', 'barang', 'di', 'gambar', 'bagus', 'pas', 'datang', 'jelek', 'terus', 'jugak', 'ini', 'iya', 'macet', 'gitu', 'shopi', 'nya', 'ih', 'jelek', 'banget', 'deh', 'aplikasi', 'ini', 'tapi', 'bohong', 'hayu', 'sopi', 'bagus', 'banyak', 'gerat', 'ongkos kirim', 'terus', 'jugak', 'banyak', 'banget', 'di', 'shoppi', 'yang', 'murah', 'barang', 'terima kasih', 'you', 'shoppi', 'ngomong', 'maaf', 'kasih', 'bintang', 'satu', 'iya', 'karena', 'biar', 'tidak_tahu', 'perank', 'nya', 'tertawa']",beli barang gambar bagus pas jelek jugak iya macet gitu shopi nya ih jelek banget deh aplikasi bohong hayu sopi bagus gerat ongkos kirim jugak banget shoppi murah barang terima kasih you shoppi ngomong maaf kasih bintang iya biar tidak tahu perank nya tertawa
"['cod', 'melalui', 'jnt', 'jnt', 'nya', 'tolak', 'kirim', 'produk', 'elektronik', 'ke', 'luar', 'pulau', 'karena', 'resiko', 'tapi', 'oleh', 'shopee', 'seller', 'tetap', 'dapat', 'penalti', 'kalau', 'ga', 'kirim', 'coba', 'andai', 'seller', 'sudah', 'jelasin', 'tapi', 'buyer', 'tetap', 'order', 'cod', 'ke', 'luar', 'pulau', 'ada', 'saja', 'kayak', 'gtu', 'bisa', 'mati', 'seller', 'nya', 'kena', 'penalti', 'seller', 'tipu', 'sih', 'tidak apa apa', 'bisa', 'bikin', 'akun', 'lagi', 'coba', 'bagaimana', 'kalau', 'seller', 'jual', 'jujur', 'akun', 'permanen', 'hati', 'kalian', 'mana', 'jual', 'apa', 'bunuh', 'ketat', 'atur', 'buat', 'tertib', 'ke', 'pihak', 'oke', 'hla', 'ini', 'copot', 'saja', 'kali', 'iya']",cod jnt jnt nya tolak kirim produk elektronik pulau resiko shopee seller penalti ga kirim coba andai seller jelasin buyer order cod pulau kayak gtu mati seller nya kena penalti seller tipu sih tidak apa apa bikin akun coba seller jual jujur akun permanen hati jual bunuh ketat atur tertib oke hla copot kali iya
"['kak', 'saya', 'pesan', 'tanam', 'abang', 'paket', 'jt', 'tidak_antar', 'antar', 'tulis', 'paket', 'akan', 'kirim', 'ke', 'jakarta', 'padahal', 'antar', 'ke', 'alamat', 'terima', 'tidak_unduh']",kak pesan tanam abang paket jt tidak antar tulis paket kirim jakarta alamat terima tidak unduh
"['baru', 'juga', 'pasang', 'jadi', 'guna', 'baru', 'tapi', 'tidak bisa', 'klaim', 'voc', 'gratis', 'ongkos kirim', 'guna', 'baru', 'jadi', 'gbsa', 'belanja', 'jelek', 'banget', 'makin', 'lama', 'tidak_makin', 'bagus', 'bahkan', 'makin', 'jelek', 'jarang', 'kasih', 'gratis', 'ongkos kirim', 'bahkan', 'kasih', 'nya', 'khusus', 'shoppepay', 'apa', 'udh', 'begitu', 'gbsa', 'milih', 'ekspedisi', 'kirim', 'makin', 'males']",pasang tidak bisa klaim voc gratis ongkos kirim gbsa belanja jelek banget tidak makin bagus jelek jarang kasih gratis ongkos kirim kasih nya khusus shoppepay udh gbsa milih ekspedisi kirim males
"['jelek', 'banget', 'menunggu', 'parah', 'ga', 'bisa', 'transaksi', 'apa', 'mau', 'klaim', 'gratis', 'ongkos kirim', 'juga', 'ga', 'bisa']",jelek banget menunggu parah ga transaksi klaim gratis ongkos kirim ga
"['hadeh', 'gimana', 'sh', 'iya', 'saya', 'bayar', 'melalui', 'transfer', 'bank', 'bisa', 'upload', 'bukti', 'udh', 'pesan', 'cs', 'tanya', 'muter', 'udh', 'kirim', 'bukti', 'bayar', 'bahkan', 'mintain', 'yang', 'lain', 'lah', 'ktnya', 'suruh', 'batalin', 'ntr', 'uang', 'masuk', 'shoppe', 'bayar', 'tapi', 'ada', 'masuk', 'uang', 'tidak', 'balik', 'bahkan', 'kecewa', 'bngt', 'sumpah']",hadeh gimana sh iya bayar transfer bank upload bukti udh pesan cs muter udh kirim bukti bayar mintain ktnya suruh batalin ntr uang masuk shoppe bayar masuk uang kecewa bngt sumpah
"['tolong', 'balikin', 'fitur', 'kirim', 'kayak', 'dulu', 'fitur', 'sekarang', 'tidak bisa', 'milih', 'warga', 'mau', 'milih', 'yah', 'tidak_di', 'pilih', 'mana', 'sekarang', 'mahal', 'semua', 'itu', 'tidak ada', 'lagi', 'ongkirnya', 'kecewa', 'saya']",tolong balikin fitur kirim kayak fitur tidak bisa milih warga milih yah tidak di pilih mahal tidak ada ongkirnya kecewa
"['shopee', 'sekarang', 'kok', 'buruk', 'sekali', 'paket', 'yang', 'aku', 'beli', 'belum', 'saja', 'sampai', 'sampai', 'sicepat', 'saja', 'kok', 'lambat', 'kirim', 'nya']",shopee buruk paket beli sicepat lambat kirim nya
"['toko', 'kena', 'poin', 'penalti', 'kata', 'arah', 'beli', 'transaksi', 'di', 'luar', 'shopee', 'what', 'tahu', 'darimana', 'bukti', 'apa', 'kenapa', 'di', 'kasih', 'poin', 'penalti', 'aneh', 'benar', 'lagi', 'di', 'awas', 'yahh', 'hem']",toko kena poin penalti arah beli transaksi shopee what darimana bukti kasih poin penalti aneh awas yahh hem
"['isi', 'paket', 'axisnet', 'dengan', 'shopeepay', 'gagal', 'sdh', 'lapor', 'dapat', 'kompensasi', 'voucer', 'tapi', 'vouchernya', 'tidak_bisa', 'guna', 'sdh', 'lewat', 'masa', 'tangan', 'hari', 'tapi', 'belum', 'selesai', 'di', 'suruh', 'tunggu', 'hari', 'lagi', 'komplain', 'di', 'twitter', 'hanya', 'suruh', 'tunggu', 'dan', 'cek', 'email', 'tapi', 'sampai', 'saat', 'ini', 'belum', 'ada', 'terbaru', 'layan', 'konsumen', 'service', 'kalian', 'jelek', 'tidak_bagus', 'jual', 'kalian']",isi paket axisnet shopeepay gagal sdh lapor kompensasi voucer vouchernya tidak bisa sdh tangan selesai suruh tunggu komplain twitter suruh tunggu cek email terbaru layan konsumen service jelek tidak bagus jual
"['shopee', 'lama', 'ga', 'jelas', 'ini', 'masa', 'gratis', 'ongkos kirim', 'bikin', 'ribet', 'ga', 'kaya', 'dulu', 'sampah']",shopee ga gratis ongkos kirim bikin ribet ga kaya sampah
"['aplikasi', 'kacau', 'situs', 'rusak', 'sudah', 'unduh', 'aplikasi', 'masih', 'diarahin', 'ke', 'playstore', 'situ', 'nyuruh', 'buat', 'copot']",aplikasi kacau situs rusak unduh aplikasi diarahin playstore situ nyuruh copot
"['saya', 'baru', 'banget', 'pakai', 'shopee', 'nga', 'tahu', 'kllo', 'ada', 'tipu', 'model', 'mengambil', 'akun', 'saya', 'yah', 'lewat', 'kode', 'sopypay', 'karena', 'sebelum', 'nya', 'saya', 'pakai', 'aplikasi', 'belnja', 'sebelh', 'sudah', 'tahun', 'tahhun', 'belnja', 'online', 'nga', 'pernh', 'ketemu', 'sama', 'yang', 'namnya', 'curi', 'akun', 'saya', 'nga', 'mengerti', 'sih', 'sistem', 'shopee', 'kya', 'gimana', 'bisa', 'sampai', 'gampang', 'banget', 'buat', 'orang', 'nyuri', 'akun', 'cumn', 'dengan', 'kode', 'sopypay', 'mana', 'saya', 'baru', 'sen', 'barang', 'smpe', 'sekarang', 'nga', 'ada', 'raib', 'sudah', 'sen', 'saya']",banget pakai shopee nga kllo tipu model mengambil akun yah kode sopypay nya pakai aplikasi belnja sebelh tahhun belnja online nga pernh ketemu namnya curi akun nga mengerti sih sistem shopee kya gimana gampang banget orang nyuri akun cumn kode sopypay sen barang smpe nga raib sen
"['shopee', 'kurang', 'kerja', 'ubah', 'sistem', 'pilih', 'jasa', 'kirim', 'yang', 'sudah', 'bagus']",shopee kerja ubah sistem pilih jasa kirim bagus
"['sangat', 'buruk', 'main', 'nonaktif', 'akun', 'orang', 'saja', 'padahal', 'masih', 'ada', 'saldo', 'shopeepay', 'untuk', 'check', 'keluar', 'tapi', 'langsung', 'nonaktif', 'akun', 'orang', 'dan', 'ga', 'di', 'aktif', 'kembali', 'sama', 'saja', 'mengambil', 'hak', 'orang', 'lain']",buruk main nonaktif akun orang saldo shopeepay check langsung nonaktif akun orang ga aktif mengambil hak orang
"['inti', 'kecewa', 'banget', 'lah', 'sama', 'shopee', 'dulu', 'suka', 'banget', 'tapi', 'kenapa', 'yaa', 'spaylater', 'ku', 'sering', 'banget', 'error', 'padahal', 'aku', 'juga', 'tidak_pernah', 'tuh', 'terlambat', 'bayar', 'meski', 'cuma', 'hari', 'mana', 'limit', 'terus', 'turun', 'sekarang', 'bahkan', 'tidak bisa', 'di', 'pakai', 'sama', 'sekali', 'padahal', 'limit', 'juga', 'masih', 'ratus', 'ribu']",inti kecewa banget shopee suka banget yaa spaylater ku banget error tidak pernah tuh terlambat bayar limit turun tidak bisa pakai limit ratus ribu
