ulasan,cleansing
"Aku seneng belanja di shopee, tapi juga saya mau nanya min emg setiap bulan kalau ada gratis ongkir bulanan itu harus di update dulu ya baru dapat voucher gratis ongkirnya ?dan pas saya buat akun baru malah kagak bisa di gunain dengan alasan karna vouvher sudah di gunakan, padahal belum smaa sekali Maacii min 😊",Aku seneng belanja di shopee  tapi juga saya mau nanya min emg setiap bulan kalau ada gratis ongkir bulanan itu harus di update dulu ya baru dapat voucher gratis ongkirnya  dan pas saya buat akun baru malah kagak bisa di gunain dengan alasan karna vouvher sudah di gunakan  padahal belum smaa sekali Maacii min 
sering disuruh update terus yaa.. kapastias aplikasinya besar lagi.. jadi aplikasi lain harus dihapus demi shoppe,sering disuruh update terus yaa kapastias aplikasinya besar lagi jadi aplikasi lain harus dihapus demi shoppe
"bagus, aku setiap belanja online selalu pakai shopee, tapi kenapa ya sekarang notif nya itu ga muncul. jadi kalau ga buka aplikasinya, ga bakal tau kalo ada notif/pemberitahuan. contohnya kaya notifikasi barang dikirim, itu ga muncul. tiba-tiba udah sampe rumah aja",bagus  aku setiap belanja online selalu pakai shopee  tapi kenapa ya sekarang notif nya itu ga muncul  jadi kalau ga buka aplikasinya  ga bakal tau kalo ada notif pemberitahuan  contohnya kaya notifikasi barang dikirim  itu ga muncul  tiba tiba udah sampe rumah aja
"Awalnya saya hanya membaca coment sesama pengguna shopee pay letter yg mengatakan ada biaya tambahan saat pembayaran cicilan, tp ternyata benar sekali saat belum di bayarkan sisa saldo saya Rp.295,927.- + 57,938.- (cicilan yg saya bayarkan) = 353,865.- (yg seharusnya) tp aktual nya saldo shopee pay saya hanya Rp.346,898.- berarti Rp. 6,967.- (berkurangnya). Padahal saat transaksi sdh ada biaya penanganan ini kok bisa ada biaya lg tanpa ada pemberitahuan dengan nominal yg besar menurut saya.",Awalnya saya hanya membaca coment sesama pengguna shopee pay letter yg mengatakan ada biaya tambahan saat pembayaran cicilan  tp ternyata benar sekali saat belum di bayarkan sisa saldo saya Rp cicilan yg saya bayarkan yg seharusnya  tp aktual nya saldo shopee pay saya hanya Rp berarti Rp berkurangnya Padahal saat transaksi sdh ada biaya penanganan ini kok bisa ada biaya lg tanpa ada pemberitahuan dengan nominal yg besar menurut saya
"Bukan di jaringan, tapi dari apk suka lag sendiri. Tolong ditingkatkan lagi, tks.",Bukan di jaringan  tapi dari apk suka lag sendiri  Tolong ditingkatkan lagi  tks
Shopee tempatnya belanja online no.1 ... MANTAP...succes selalu kak...semoga lancarrrrr....barangnya sangat original...,Shopee tempatnya belanja online no MANTAP succes selalu kak semoga lancar barangnya sangat original
Aplikasi ny udh bagus. Tp tolong utk Game Shopee Candy nya utk refill nyawa nya di bikin 30 menit terus aja. Atau klo bsa di kurangin. Masa refill 1 nyawa smpai 3 jam..!! Saya suka gim nya btw awowkwokwkwk,Aplikasi ny udh bagus  Tp tolong utk Game Shopee Candy nya utk refill nyawa nya di bikin menit terus aja  Atau klo bsa di kurangin  Masa refill nyawa smpai jam Saya suka gim nya btw awowkwokwkwk
Ko shope ku ga bisa gratis ongkir padahal sudah klaim gratis ongkir nya ga bisa dipakai knpa ya min.pdhal dulu bisa dipakai..,Ko shope ku ga bisa gratis ongkir padahal sudah klaim gratis ongkir nya ga bisa dipakai knpa ya min pdhal dulu bisa dipakai
"Mimin Shopee kya ny aplikasi shopee jd lebih berat dh semenjak ada shopeefood kmrn.... aplikasi shopee sy jd lemot loading ny lama,pdahal pke OS 10 samsung.... apalagi aplikasi shopee sy di hp advan yg OS 9 bner2 jd susah di buka jd susah nyiram shopee tanam terjadi kesalahan terus berkali2 klo buka shopee tanam..... pdahal sinyal kenceng klo buka aplikasi lain ga masalah SARAN SY COBA SHOPEEFOOD APLIKASI NY DI PISAH JGN DI GABUNG SM shopee yg utk blanja biar ga lemot",Mimin Shopee kya ny aplikasi shopee jd lebih berat dh semenjak ada shopeefood kmrn aplikasi shopee sy jd lemot loading ny lama pdahal pke OS samsung apalagi aplikasi shopee sy di hp advan yg OS bner  jd susah di buka jd susah nyiram shopee tanam terjadi kesalahan terus berkali  klo buka shopee tanam pdahal sinyal kenceng klo buka aplikasi lain ga masalah SARAN SY COBA SHOPEEFOOD APLIKASI NY DI PISAH JGN DI GABUNG SM shopee yg utk blanja biar ga lemot
"Shopee bagus cuma penampilan aplikasinya tuh terlalu banyak text jadi ribet gt aja tolong diperbaiki supaya lebih simpel udh sih itu aja,dan waktu pertama kali aku belanja di Shopee pengirimannya lama sekali entah itu dari tokonya yang lama atau dari pengirimannya,tp ok lah👍🏻❤",Shopee bagus cuma penampilan aplikasinya tuh terlalu banyak text jadi ribet gt aja tolong diperbaiki supaya lebih simpel udh sih itu aja dan waktu pertama kali aku belanja di Shopee pengirimannya lama sekali entah itu dari tokonya yang lama atau dari pengirimannya tp ok lah
Kenapa susah sekali masukin alamat saya Alamat yang saya masukan tidak sama dengan alamat pada peta di shopee,Kenapa susah sekali masukin alamat saya Alamat yang saya masukan tidak sama dengan alamat pada peta di shopee
"Bagus sih,,,murah"" lagih... Tpih kadang gratis ongkirnya g bsa di pkai saat metode pemilihan pengirimannya",Bagus sih murah  lagih Tpih kadang gratis ongkirnya bsa di pkai saat metode pemilihan pengirimannya
Aplikasi jika digunakan lama jadi berat/sering lag entah itu saat main game ataupun liat/sedang cari barang,Aplikasi jika digunakan lama jadi berat sering lag entah itu saat main game ataupun liat sedang cari barang
"Min, Saya mau tanya nih Akun saya waktu itu member Gold Tiba² ke pas besok pagi nya Akun saya terganti jadi akun bru Dan turun menjadi member silver Nah pertanyaan gue gini min Gimana cara kembali in Akun saya yg lama? Tolong di jawab ya developer Shopee Tks :(",Min  Saya mau tanya nih Akun saya waktu itu member Gold Tiba ke pas besok pagi nya Akun saya terganti jadi akun bru Dan turun menjadi member silver Nah pertanyaan gue gini min Gimana cara kembali in Akun saya yg lama  Tolong di jawab ya developer Shopee Tks
"Jadi kan aku pesen brng yaaps,nah itu kan ada tombol pesanan di terima tpi ga bisa di pencet harus nunggu 3/5 harian gitu,kemarin ini aku retur brng,ga bisa di pencet dongg,gtau dah gmna,dah aku perbarui juga sama aja,tolong dong di benerin udah buka call center ttp ga bisa",Jadi kan aku pesen brng yaaps nah itu kan ada tombol pesanan di terima tpi ga bisa di pencet harus nunggu harian gitu kemarin ini aku retur brng ga bisa di pencet dongg gtau dah gmna dah aku perbarui juga sama aja tolong dong di benerin udah buka call center ttp ga bisa
"Sejauh ini puas lah dengan belanja fi shopee barang selalu sesuai dengan pesanan, & pengiriman cepat👍👍",Sejauh ini puas lah dengan belanja fi shopee barang selalu sesuai dengan pesanan  & pengiriman cepat
Hallo kak.. Saya pengguna baru shopiee Dn saya sllu puas dgn brg2nya.. Tpi knpa yac kak kalau yg free ongkir nggak bsa bayar COD??? makasii,Hallo kak Saya pengguna baru shopiee Dn saya sllu puas dgn brg nya Tpi knpa yac kak kalau yg free ongkir nggak bsa bayar COD makasii
"Sangat bagus barang di muat,namun sayang kadang barang yg kita inginkan no tidak ada terutama sepatu",Sangat bagus barang di muat namun sayang kadang barang yg kita inginkan no tidak ada terutama sepatu
Sy termasuk member baru TPI Sy sudah buktiin kalo barang yg di jual shopy barangnya bagus karena Sy sudah buktikan sendiri ok,Sy termasuk member baru TPI Sy sudah buktiin kalo barang yg di jual shopy barangnya bagus karena Sy sudah buktikan sendiri ok
"Tolong donk, masak paylaterku setahun ini nol sih.. Kok ga di balikin lagi???",Tolong donk  masak paylaterku setahun ini nol sih Kok ga di balikin lagi
Maaf gw cma bisa kasih bintang⭐ 4 soal nya belanja di Shopee itu klo ada voucher murah klo ngga ada voucher mahal banget🙃,Maaf gw cma bisa kasih bintang soal nya belanja di Shopee itu klo ada voucher murah klo ngga ada voucher mahal banget
Membantu terutama untuk belanja di masa pandemi seperti ini. Barang yang di jual juga biasanya lumayan murah. Terimakasih. Semoga shopee dapat terus meningkat juga kualitas nya.,Membantu terutama untuk belanja di masa pandemi seperti ini  Barang yang di jual juga biasanya lumayan murah  Terimakasih  Semoga shopee dapat terus meningkat juga kualitas nya
Mudah mencari barang apa pun... Apa lagi ada shoope paylatter ato shoope pinjam. Semoga ditngkatkan lagi servisnya buat pengguna aplikasi shoope,Mudah mencari barang apa pun Apa lagi ada shoope paylatter ato shoope pinjam  Semoga ditngkatkan lagi servisnya buat pengguna aplikasi shoope
"Kok spaylaternya di kunci terus min, padahal baru daftar sudah berhasil belum pernah di pakai transaksi",Kok spaylaternya di kunci terus min  padahal baru daftar sudah berhasil belum pernah di pakai transaksi
Agak lama ngunduh datanya. Jadi agak lama kelihatan fotonya. Klo apk lain lancar.,Agak lama ngunduh datanya  Jadi agak lama kelihatan fotonya  Klo apk lain lancar
Kenapa sekarang ngga bisa milih jasa pengirimannyaaaa?????,Kenapa sekarang ngga bisa milih jasa pengirimannya
"Bagus sik pengiriman nya, tp kadang produk yang di minta sama yang di kirim beda.sdh 2 X saya.",Bagus sik pengiriman nya  tp kadang produk yang di minta sama yang di kirim beda sdh saya
"hallo, knapa untuk menu shopeefoodnya di apk saya hilang yah, apakah bisa dibantu?",hallo  knapa untuk menu shopeefoodnya di apk saya hilang yah  apakah bisa dibantu
"Baru 2 hari update, kok dminta update lagi??? Tp cukup puas belanja di shopee",Baru hari update  kok dminta update lagi Tp cukup puas belanja di shopee
"Barang yang dijual sesuai dengan yang di aplikasi, pembayaran aman. Pengiriman cepat.",Barang yang dijual sesuai dengan yang di aplikasi  pembayaran aman  Pengiriman cepat
Kenapa gratis ongkir COD Rp 0 untuk pengguna baru shopee tidak ada???!?!,Kenapa gratis ongkir COD Rp untuk pengguna baru shopee tidak ada
"Tolong jangan di persulit jika akun/no hp yg telah di daftarkan di aplikasi shopee tetap bisa akses tambah permudah,karna sebagian pengguna pastinya ada yg lupa pasword,akun,dll..",Tolong jangan di persulit jika akun no hp yg telah di daftarkan di aplikasi shopee tetap bisa akses tambah permudah karna sebagian pengguna pastinya ada yg lupa pasword akun dll
"Mohon maaf kenapa gratis ongkir nya nggak berfungsi ya ,padahal Voucher gratisnya masih ada ?",Mohon maaf kenapa gratis ongkir nya nggak berfungsi ya  padahal Voucher gratisnya masih ada
"Kenapa shoope sekarang gtu ya, saya tidak bisa membuat pesanan katany di suruh varifikasi nomer hp sudah di varifikasi tpi masih tetep gk bisa ya",Kenapa shoope sekarang gtu ya  saya tidak bisa membuat pesanan katany di suruh varifikasi nomer hp sudah di varifikasi tpi masih tetep gk bisa ya
"Sukak, tapi voucher gratis ongkir yg nggak shopeepay jarang"" ada sekarang ... Kebanyakan shopeepay, ga asik",Sukak  tapi voucher gratis ongkir yg nggak shopeepay jarang  ada sekarang Kebanyakan shopeepay  ga asik
Akhir akhir ini aku kalo mecahin lucky egg ko dapet voucher toko terus biasa nya aku dapet voucher gratis ongkir :(,Akhir akhir ini aku kalo mecahin lucky egg ko dapet voucher toko terus biasa nya aku dapet voucher gratis ongkir
"plislah shopee utk alamat bisa lebih dari 90karakter.. kalo memang alamatnya panjang gmn, mau disingkat gmn pun jd gak informatif.. kasian kang kurir",plislah shopee utk alamat bisa lebih dari  karakter kalo memang alamatnya panjang gmn  mau disingkat gmn pun jd gak informatif kasian kang kurir
"Selamat sore, saya ingin tanya, kenapa pas aku main game selalu ada iklan shopee?",Selamat sore  saya ingin tanya  kenapa pas aku main game selalu ada iklan shopee
"Saya suka shoppy ,barang2 yg dijual terjangkau banyak promonya ,pengiriman barangnya cepat ,masukannya kalau bisa barang yg dijual dgn harga tinggi ,kalau bisa cicilannya lewat shoppy langsung ,maaf jika banyak salah ,makasih shoppy .",Saya suka shoppy  barang  yg dijual terjangkau banyak promonya  pengiriman barangnya cepat  masukannya kalau bisa barang yg dijual dgn harga tinggi  kalau bisa cicilannya lewat shoppy langsung  maaf jika banyak salah  makasih shoppy
Untuk saat ini sudah cukup baik namun dalam notif pengiriman produk tidak disertakan nama kurir dan informasi mengenai jasa pengiriman padahal jika disertai bisa membantu meningkatkan kepercayaan dan komunikasi baik jika kurir yg mengantar sesuai dengan apa yang diharapkan,Untuk saat ini sudah cukup baik namun dalam notif pengiriman produk tidak disertakan nama kurir dan informasi mengenai jasa pengiriman padahal jika disertai bisa membantu meningkatkan kepercayaan dan komunikasi baik jika kurir yg mengantar sesuai dengan apa yang diharapkan
"Ada kesalahan dalam pembelian barang, di saat pembeli kurang bayar ongkir. dari pihak shopee nya langsung memutuskan bahwa biaya Ongkir di bebankan ke pihak penjual tanpa konfirmasi terlebih dahulu, jadi keuntungan penjual di ambil untuk membayar biaya ongkir pembeli... Padahal dari pihak ekspedisi nya kekurangan biaya ongkir sudah di bebankan ke pihak pembeli karna sudah masuk hitungan 2kg. Jadi yg menanggung beban ongkir yaitu pihak pembeli dan penjual, penjual merasa di rugikan.. thx",Ada kesalahan dalam pembelian barang  di saat pembeli kurang bayar ongkir  dari pihak shopee nya langsung memutuskan bahwa biaya Ongkir di bebankan ke pihak penjual tanpa konfirmasi terlebih dahulu  jadi keuntungan penjual di ambil untuk membayar biaya ongkir pembeli Padahal dari pihak ekspedisi nya kekurangan biaya ongkir sudah di bebankan ke pihak pembeli karna sudah masuk hitungan  kg  Jadi yg menanggung beban ongkir yaitu pihak pembeli dan penjual  penjual merasa di rugikan thx
sngat senang & puas belanja di shopee....tapi sayang riwayat belanja kita gak bisa dihapus.,sngat senang & puas belanja di shopee tapi sayang riwayat belanja kita gak bisa dihapus
Oke sih buat shoope... Aku sukak bgt belanja disini klo lg ada voucher gratis ongkir... Hehe Aku tunggu yaa voucher gratis ongkirnya lg 😀,Oke sih buat shoope Aku sukak bgt belanja disini klo lg ada voucher gratis ongkir Hehe Aku tunggu yaa voucher gratis ongkirnya lg 
"Shopee tetap mantap, tapi hati-hati ada toko tertentu di Shopee yang tidak jujur alias penipu. Contoh misal kita memesan barang, setelah paket pesanan kita terima ternyata barang tersebut rusak. Nah bagi orang yang super sibuk mana mungkin ada waktu mengembalikan paket pesanan barang tersebut. Yg pada akhirnya terpaksa pasrah dan menanggung kerugian hehe",Shopee tetap mantap  tapi hati hati ada toko tertentu di Shopee yang tidak jujur alias penipu  Contoh misal kita memesan barang  setelah paket pesanan kita terima ternyata barang tersebut rusak  Nah bagi orang yang super sibuk mana mungkin ada waktu mengembalikan paket pesanan barang tersebut  Yg pada akhirnya terpaksa pasrah dan menanggung kerugian hehe
"Baru beberapa kali belanja di shopee, aku suka karena respon pengiriman barang gak molor..",Baru beberapa kali belanja di shopee  aku suka karena respon pengiriman barang gak molor
"CUMA SEKEDAR SARAN,UNTUK PEMESANAN SHOPEE FOOD KOK GAK BISA PAKE PAYLATER Y,KOK GAK KAYA GOJEK BISA PAKE PAY LATER,MOHON DI UPGRADE LAYANANNYA,OVER ALL UNTUK PEMULA BAGUS BANGET PELAYANAN SHOPEE FOODNYA",CUMA SEKEDAR SARAN UNTUK PEMESANAN SHOPEE FOOD KOK GAK BISA PAKE PAYLATER KOK GAK KAYA GOJEK BISA PAKE PAY LATER MOHON DI UPGRADE LAYANANNYA OVER ALL UNTUK PEMULA BAGUS BANGET PELAYANAN SHOPEE FOODNYA
shopee bagus sih.. apk nya mudah di mengerti.. barang nya jg sesuai... hanya saja pernah sekali kecewa sama salah satu toko sandal.. yg di pesen apa yg dtg apa😁😁 tp gak kapok kok blnja nya untuk saya bs memaklumin.. mungkin kesalah dlm pengemasan nya😂😂,shopee bagus sih apk nya mudah di mengerti barang nya jg sesuai hanya saja pernah sekali kecewa sama salah satu toko sandal yg di pesen apa yg dtg apa tp gak kapok kok blnja nya untuk saya bs memaklumin mungkin kesalah dlm pengemasan nya
Suka shopee.... Tp suka gagal kalo berebut flashsale.. mungkin hrs dibuat adil biar semua bisa menikmati flashsale nya shopee. Update: masih blm ada perubahan.. suka kalah flashsale mulu.. terpaksa ngelirik online market lain...,Suka shopee Tp suka gagal kalo berebut flashsale mungkin hrs dibuat adil biar semua bisa menikmati flashsale nya shopee  Update  masih blm ada perubahan suka kalah flashsale mulu terpaksa ngelirik online market lain
"Cukup memuaskan deh selalu dpet hrga murah hnya saja ongkir yg cukup mahal, sdgkn sebelah jauh dekat ongkir sama yg sini cocok buat yg grosir",Cukup memuaskan deh selalu dpet hrga murah hnya saja ongkir yg cukup mahal  sdgkn sebelah jauh dekat ongkir sama yg sini cocok buat yg grosir
