negasi,Formalisasi
"['sedia', 'bayar', 'cod', 'tapi', 'tidak_semua', 'toko', 'bisa', 'metode', 'cod', 'sangat', 'sayang', 'sekali']","['sedia', 'bayar', 'cod', 'tapi', 'tidak_semua', 'toko', 'bisa', 'metode', 'cod', 'sangat', 'sayang', 'sekali']"
"['sementara', 'dulu', 'soal', 'kagak', 'sering', 'nongol', 'di', 'situs', 'streaming', 'ilegal', 'kaya', 'toko', 'belah']","['sementara', 'dulu', 'soal', 'tidak', 'sering', 'nongol', 'di', 'situs', 'streaming', 'ilegal', 'kaya', 'toko', 'belah']"
"['saya', 'sangat', 'lega', 'hadap', 'tespon', 'shopee', 'yang', 'cepat', 'dan', 'muas', 'beli', 'dan', 'barang', 'nya', 'selalu', 'murah', 'selalu', 'ada', 'event', 'tapi', 'sayang', 'saya', 'selalu', 'tidak_dapat', 'moga', 'shopee', 'bisa', 'jadi', 'no', 'di', 'hati', 'masyarakat', 'indonesia', 'terus', 'kembang', 'shopee', 'semangat']","['saya', 'sangat', 'lega', 'hadap', 'tespon', 'shopee', 'yang', 'cepat', 'dan', 'muas', 'beli', 'dan', 'barang', 'nya', 'selalu', 'murah', 'selalu', 'ada', 'event', 'tapi', 'sayang', 'saya', 'selalu', 'tidak_dapat', 'moga', 'shopee', 'bisa', 'jadi', 'no', 'di', 'hati', 'masyarakat', 'indonesia', 'terus', 'kembang', 'shopee', 'semangat']"
"['dari', 'dulu', 'suka', 'bgt', 'belanja', 'dishopee', 'karena', 'free', 'ongkir', 'tp', 'klo', 'skrng', 'kok', 'agak', 'susah', 'ya', 'waktu', 'mau', 'check', 'out', 'voucher', 'yang', 'aku', 'punya', 'ga', 'bisa', 'dipake', 'karena', 'vouchernya', 'tdk', 'laku', 'beberapa', 'toko', 'trus', 'kita', 'harus', 'klaim', 'voucher', 'yg', 'mana', 'ya', 'biar', 'bisa', 'dipake', 'semua', 'toko']","['dari', 'dulu', 'suka', 'banget', 'belanja', 'dishopee', 'karena', 'gratis', 'ongkos kirim', 'tapi', 'kalau', 'sekarang', 'kok', 'agak', 'susah', 'iya', 'waktu', 'mau', 'check', 'keluar', 'voucer', 'yang', 'aku', 'punya', 'ga', 'bisa', 'dipake', 'karena', 'vouchernya', 'tidak', 'laku', 'beberapa', 'toko', 'terus', 'kita', 'harus', 'klaim', 'voucer', 'yang', 'mana', 'iya', 'biar', 'bisa', 'dipake', 'semua', 'toko']"
"['tolong', 'baik', 'bugnya', 'saya', 'tidak_bisa', 'memposting', 'produk', 'dan', 'tentu', 'ongkos', 'kirim']","['tolong', 'baik', 'bugnya', 'saya', 'tidak_bisa', 'memposting', 'produk', 'dan', 'tentu', 'ongkos', 'kirim']"
"['aku', 'udah', 'lama', 'pakai', 'shope', 'baru', 'kali', 'ini', 'ada', 'kendala', 'shopepay', 'susah', 'bgtt', 'buat', 'tff', 'padahal', 'belum', 'ok', 'aja', 'tapi', 'sudah', 'beberpa', 'hari', 'susah', 'buat', 'tff', 'padahal', 'saldo', 'masih', 'ada', 'kecewa']","['aku', 'sudah', 'lama', 'pakai', 'shopee', 'baru', 'kali', 'ini', 'ada', 'kendala', 'shopepay', 'susah', 'bgtt', 'buat', 'tff', 'padahal', 'belum', 'ok', 'saja', 'tapi', 'sudah', 'beberapa', 'hari', 'susah', 'buat', 'tff', 'padahal', 'saldo', 'masih', 'ada', 'kecewa']"
"['puas', 'banget', 'belanja', 'dishopee', 'sekarang', 'udah', 'ada', 'alternatif', 'metode', 'bayar', 'yang', 'cukup', 'bantu', 'beli', 'tapi', 'untuk', 'ekspedisi', 'shopee', 'standar', 'ekspress', 'lebih', 'tingkat', 'lagi', 'waktu', 'kirim', 'karena', 'tiap', 'pakai', 'ekspedisi', 'ini', 'selalu', 'lambat', 'dari', 'waktu', 'yan', 'shopee', 'tentu', 'moga', 'depan', 'lebih', 'baik', 'lagi']","['puas', 'banget', 'belanja', 'dishopee', 'sekarang', 'sudah', 'ada', 'alternatif', 'metode', 'bayar', 'yang', 'cukup', 'bantu', 'beli', 'tapi', 'untuk', 'ekspedisi', 'shopee', 'standar', 'ekspress', 'lebih', 'tingkat', 'lagi', 'waktu', 'kirim', 'karena', 'tiap', 'pakai', 'ekspedisi', 'ini', 'selalu', 'lambat', 'dari', 'waktu', 'yan', 'shopee', 'tentu', 'moga', 'depan', 'lebih', 'baik', 'lagi']"
"['bunga', 'shopee', 'paylater', 'nya', 'rangin', 'dong', 'kalo', 'di', 'itung', 'sama', 'aja', 'kek', 'bayar', 'ongkir', 'jadi', 'ongkir', 'ga', 'ada', 'tapi', 'di', 'lariin', 'ke', 'biaya', 'tambah', 'kalo', 'bayar', 'pake', 'shopee', 'paylater', 'arti', 'sama', 'aja', 'boong', 'ga', 'free', 'ongkir', 'juga', 'hm']","['bunga', 'shopee', 'paylater', 'nya', 'rangin', 'dong', 'kalau', 'di', 'hitung', 'sama', 'saja', 'seperti', 'bayar', 'ongkos kirim', 'jadi', 'ongkos kirim', 'ga', 'ada', 'tapi', 'di', 'lariin', 'ke', 'biaya', 'tambah', 'kalau', 'bayar', 'pakai', 'shopee', 'paylater', 'arti', 'sama', 'saja', 'bohong', 'ga', 'gratis', 'ongkos kirim', 'juga', 'hm']"
"['shopee', 'kenapa', 'bisa', 'keluar', 'sendirisampai', 'harus', 'buat', 'akun', 'baru', 'lagi', 'masya', 'allah', 'yang', 'lama', 'engga', 'bisa', 'masuk', 'gagal', 'terus', 'punten', 'sudah', 'di', 'update', 'padahal', 'pihak', 'shopee']","['shopee', 'kenapa', 'bisa', 'keluar', 'sendirisampai', 'harus', 'buat', 'akun', 'baru', 'lagi', 'masya', 'allah', 'yang', 'lama', 'engga', 'bisa', 'masuk', 'gagal', 'terus', 'punten', 'sudah', 'di', 'terbaru', 'padahal', 'pihak', 'shopee']"
"['wewwew', 'wew', 'wew', 'wew', 'keren', 'banget', 'kalo', 'ada', 'yg', 'mo', 'bkg', 'apa', 'saja', 'untuk', 'urut', 'payudara', 'yang', 'sama', 'sx']","['wewwew', 'wew', 'wew', 'wew', 'keren', 'banget', 'kalau', 'ada', 'yang', 'mau', 'bkg', 'apa', 'saja', 'untuk', 'urut', 'payudara', 'yang', 'sama', 'sx']"
"['suka', 'siyh', 'blnja', 'di', 'shoope', 'tapi', 'skrang', 'ongkirnya', 'itu', 'lho', 'banget', 'blnja', 'gha', 'nyampe', 'rbu', 'aja', 'ongkirnya', 'lebih', 'dari', 'ribu', 'apalagi', 'yg', 'pake', 'cod', 'harus', 'baik', 'lagi', 'sistem', 'ongkirnya', 'itu', 'jangn', 'terlalu', 'berat', 'apalagi', 'yg', 'di', 'pelosok', 'seperti', 'kami', 'ini']","['suka', 'siyh', 'blnja', 'di', 'shoope', 'tapi', 'skrang', 'ongkirnya', 'itu', 'lho', 'banget', 'blnja', 'gha', 'sampai', 'rbu', 'saja', 'ongkirnya', 'lebih', 'dari', 'ribu', 'apalagi', 'yang', 'pakai', 'cod', 'harus', 'baik', 'lagi', 'sistem', 'ongkirnya', 'itu', 'jangn', 'terlalu', 'berat', 'apalagi', 'yang', 'di', 'pelosok', 'seperti', 'kami', 'ini']"
"['aplikasi', 'bagus', 'sangat', 'manfaat', 'mohon', 'baik', 'notifnya', 'tramsaksi', 'yg', 'sudah', 'selesai', 'beberapa', 'bulan', 'yg', 'lalu', 'masih', 'masuk', 'di', 'notif', 'transaksi', 'yg', 'harus', 'proses', 'trimakasih']","['aplikasi', 'bagus', 'sangat', 'manfaat', 'mohon', 'baik', 'notifnya', 'tramsaksi', 'yang', 'sudah', 'selesai', 'beberapa', 'bulan', 'yang', 'lalu', 'masih', 'masuk', 'di', 'notif', 'transaksi', 'yang', 'harus', 'proses', 'terima kasih']"
"['shopee', 'harus', 'promonya', 'itu', 'buat', 'semua', 'guna', 'tidak_buat', 'yg', 'baru', 'atau', 'hanya', 'guna', 'shopee', 'pay', 'doang', 'toh', 'shopee', 'tidak_akan', 'rugi', 'malah', 'makin', 'kaya', 'kemarin', 'kemarin', 'nyaman', 'pake', 'shopee', 'tapi', 'skarang', 'jadi', 'timbang', 'lagi']","['shopee', 'harus', 'promonya', 'itu', 'buat', 'semua', 'guna', 'tidak_buat', 'yang', 'baru', 'atau', 'hanya', 'guna', 'shopee', 'bayar', 'doang', 'toh', 'shopee', 'tidak_akan', 'rugi', 'bahkan', 'makin', 'kaya', 'kemarin', 'kemarin', 'nyaman', 'pakai', 'shopee', 'tapi', 'sekarang', 'jadi', 'timbang', 'lagi']"
"['selalu', 'puas', 'dengan', 'beli', 'di', 'shopee', 'tapi', 'minus', 'nya', 'ngajuin', 'shopee', 'paylatter', 'tidak_pernah', 'di', 'acc', 'enggak', 'tau', 'pana', 'padahal', 'dalam', 'guna', 'shopee', 'lama', 'ini', 'tidak_ada', 'sesuatu', 'yang', 'buruk']","['selalu', 'puas', 'dengan', 'beli', 'di', 'shopee', 'tapi', 'minus', 'nya', 'ngajuin', 'shopee', 'paylatter', 'tidak_pernah', 'di', 'accord', 'tidak', 'tahu', 'pana', 'padahal', 'dalam', 'guna', 'shopee', 'lama', 'ini', 'tidak_ada', 'sesuatu', 'yang', 'buruk']"
"['alkhamdulillah', 'amanah', 'tp', 'pernah', 'sya', 'order', 'dr', 'luar', 'negri', 'brg', 'nya', 'tidak_nyampe', 'ke', 'saya']","['alkhamdulillah', 'amanah', 'tapi', 'pernah', 'sya', 'order', 'dari', 'luar', 'negri', 'bareng', 'nya', 'tidak_sampai', 'ke', 'saya']"
"['kadang', 'suka', 'macet', 'mungkin', 'karena', 'banyak', 'yg', 'maka', 'tapi', 'saya', 'puas', 'belanja', 'di', 'shoope', 'moga', 'makin', 'banyak', 'bonus', 'gratis', 'ongkir', 'nya', 'soal', 'lumanyan', 'juga', 'harga', 'ongkirnya']","['kadang', 'suka', 'macet', 'mungkin', 'karena', 'banyak', 'yang', 'maka', 'tapi', 'saya', 'puas', 'belanja', 'di', 'shoope', 'moga', 'makin', 'banyak', 'bonus', 'gratis', 'ongkos kirim', 'nya', 'soal', 'lumanyan', 'juga', 'harga', 'ongkirnya']"
"['user', 'friendly', 'tapi', 'aplikasi', 'berat', 'sekali', 'untuk', 'buka', 'satu', 'toko', 'saja', 'bisa', 'nunggu', 'menit', 'padahal', 'dr', 'provider', 'handphone', 'sdh', 'paling', 'cepat', 'tolong', 'lebih', 'cepat', 'lagi', 'terimakasih']","['konsumen', 'friendly', 'tapi', 'aplikasi', 'berat', 'sekali', 'untuk', 'buka', 'satu', 'toko', 'saja', 'bisa', 'nunggu', 'menit', 'padahal', 'dari', 'provider', 'handphone', 'sdh', 'paling', 'cepat', 'tolong', 'lebih', 'cepat', 'lagi', 'terima kasih']"
"['shopee', 'skrng', 'bgus', 'bs', 'cod', 'kaya', 'lazada', 'cmn', 'vocer', 'cashback', 'sllu', 'shopeepay', 'yg', 'bnyk', 'nya', 'yg', 'vcer', 'cashback', 'gk', 'shopeepay', 'cmn', 'gk', 'bnyk', 'tlong', 'bnykin', 'vcer', 'cashback', 'yg', 'gk', 'via', 'shopeepay', 'biar', 'kita', 'dropship', 'jg', 'sm', 'pny', 'untung', 'nya', 'dr', 'cashback', 'nya', 'dn', 'lg', 'buat', 'seller', 'yg', 'dr', 'luar', 'negri', 'smg', 'rim', 'nya', 'sllu', 'bs', 'krm', 'indonesia', 'krn', 'aku', 'mau', 'order', 'dr', 'luar', 'negri', 'gk', 'ada', 'pngrmn', 'gk', 'bs', 'krm', 'indonesia', 'mhon', 'pngrmn', 'dr', 'luar', 'negri', 'sllu', 'bs', 'kk', 'smga', 'saran', 'nya', 'bs', 'trima', 'mksh']","['shopee', 'sekarang', 'bagus', 'bisa', 'cod', 'kaya', 'lazada', 'cmn', 'voucer', 'cashback', 'selalu', 'shopeepay', 'yang', 'banyak', 'nya', 'yang', 'vcer', 'cashback', 'gk', 'shopeepay', 'cmn', 'gk', 'banyak', 'tolong', 'bnykin', 'vcer', 'cashback', 'yang', 'gk', 'melalui', 'shopeepay', 'biar', 'kita', 'dropship', 'juga', 'sm', 'pny', 'untung', 'nya', 'dari', 'cashback', 'nya', 'dn', 'lagi', 'buat', 'seller', 'yang', 'dari', 'luar', 'negri', 'smg', 'rim', 'nya', 'selalu', 'bisa', 'kirim', 'indonesia', 'karena', 'aku', 'mau', 'order', 'dari', 'luar', 'negri', 'gk', 'ada', 'pngrmn', 'gk', 'bisa', 'kirim', 'indonesia', 'mhon', 'pngrmn', 'dari', 'luar', 'negri', 'selalu', 'bisa', 'kakak', 'smga', 'saran', 'nya', 'bisa', 'terima kasih', 'mksh']"
"['kurang', 'pada', 'shopee', 'adalah', 'tidak_selalu', 'update', 'posisi', 'paket', 'saat', 'kirim', 'jadi', 'untuk', 'pihak', 'shopee', 'tolong', 'selalu', 'update', 'posisi', 'paket', 'supaya', 'kita', 'mudah', 'lacak', 'paket', 'barang', 'terima', 'kasih']","['kurang', 'pada', 'shopee', 'adalah', 'tidak_selalu', 'terbaru', 'posisi', 'paket', 'saat', 'kirim', 'jadi', 'untuk', 'pihak', 'shopee', 'tolong', 'selalu', 'terbaru', 'posisi', 'paket', 'supaya', 'kita', 'mudah', 'lacak', 'paket', 'barang', 'terima', 'kasih']"
"['sudah', 'daftar', 'gratis', 'ongkir', 'tapi', 'belum', 'dapat', 'notifikasi', 'sedang', 'saya', 'mau', 'daftar', 'lagi', 'kata', 'sudah', 'daftar', 'tapi', 'di', 'produk', 'saya', 'tidak_ada', 'terang', 'free']","['sudah', 'daftar', 'gratis', 'ongkos kirim', 'tapi', 'belum', 'dapat', 'notifikasi', 'sedang', 'saya', 'mau', 'daftar', 'lagi', 'kata', 'sudah', 'daftar', 'tapi', 'di', 'produk', 'saya', 'tidak_ada', 'terang', 'gratis']"
"['sekarang', 'ko', 'shopee', 'jadi', 'berat', 'aplikasi', 'tidak_kya', 'dulu', 'lancar', 'dan', 'enteng', 'dan', 'sering', 'banget', 'minta', 'update']","['sekarang', 'ko', 'shopee', 'jadi', 'berat', 'aplikasi', 'tidak_kya', 'dulu', 'lancar', 'dan', 'ringan', 'dan', 'sering', 'banget', 'minta', 'terbaru']"
"['saya', 'benar', 'puas', 'guna', 'shopee', 'bahkan', 'sangat', 'puas', 'tapi', 'saya', 'ingin', 'tanya', 'kenapa', 'tiap', 'saya', 'mau', 'check', 'out', 'sering', 'tera', 'bahwa', 'check', 'out', 'gagal', 'kode', 'voucher', 'sudah', 'guna', 'tolong', 'jelas', 'terimakasih']","['saya', 'benar', 'puas', 'guna', 'shopee', 'bahkan', 'sangat', 'puas', 'tapi', 'saya', 'ingin', 'tanya', 'kenapa', 'tiap', 'saya', 'mau', 'check', 'keluar', 'sering', 'tera', 'bahwa', 'check', 'keluar', 'gagal', 'kode', 'voucer', 'sudah', 'guna', 'tolong', 'jelas', 'terima kasih']"
"['tawar', 'tarik', 'barang', 'yg', 'suguh', 'byk', 'pilih', 'harga', 'kompetitif']","['tawar', 'tarik', 'barang', 'yang', 'suguh', 'banyak', 'pilih', 'harga', 'kompetitif']"
"['min', 'kok', 'skrg', 'untuk', 'jasa', 'kirim', 'gk', 'ada', 'gk', 'ada', 'jnt', 'jne', 'ninja', 'id', 'exprees', 'atau', 'yg', 'lain', 'nya', 'skrg', 'kita', 'cm', 'di', 'kasih', 'pilih', 'regular', 'sm', 'hemat', 'kargo', 'itu', 'gmn', 'min']","['min', 'kok', 'sekarang', 'untuk', 'jasa', 'kirim', 'gk', 'ada', 'gk', 'ada', 'jnt', 'jne', 'ninja', 'id', 'exprees', 'atau', 'yang', 'lain', 'nya', 'sekarang', 'kita', 'cm', 'di', 'kasih', 'pilih', 'reguler', 'sm', 'hemat', 'kargo', 'itu', 'gmn', 'min']"
"['spinjam', 'nya', 'limit', 'nya', 'tolong', 'naik', 'donk', 'kalo', 'dinaikin', 'limit', 'spinjam', 'nya', 'rating', 'nya', 'bintang', 'nanti', 'thanks', 'sophee']","['spinjam', 'nya', 'limit', 'nya', 'tolong', 'naik', 'donk', 'kalau', 'naik', 'limit', 'spinjam', 'nya', 'rating', 'nya', 'bintang', 'nanti', 'terima kasih', 'sophee']"
"['jadi', 'tagih', 'belanja', 'pakai', 'shopee', 'aplikasi', 'bantu', 'bgt', 'untuk', 'qt', 'belanja', 'online', 'cuma', 'sedih', 'sekarang', 'gratis', 'ongkir', 'nya', 'banyak', 'untuk', 'yg', 'pakai', 'shopee', 'pay', 'dulu', 'aku', 'sering', 'dapet', 'gratis', 'ongkir', 'skg', 'jarang', 'bgt', 'harus', 'pakai', 'shopee', 'pay', 'banyak', 'promo', 'nya']","['jadi', 'tagih', 'belanja', 'pakai', 'shopee', 'aplikasi', 'bantu', 'banget', 'untuk', 'kita', 'belanja', 'online', 'cuma', 'sedih', 'sekarang', 'gratis', 'ongkos kirim', 'nya', 'banyak', 'untuk', 'yang', 'pakai', 'shopee', 'bayar', 'dulu', 'aku', 'sering', 'dapat', 'gratis', 'ongkos kirim', 'skg', 'jarang', 'banget', 'harus', 'pakai', 'shopee', 'bayar', 'banyak', 'promo', 'nya']"
"['yang', 'sangat', 'saya', 'senang', 'di', 'apk', 'shopee', 'yakni', 'bisa', 'dengan', 'metode', 'cod', 'ada', 'gratis', 'ongkir', 'dan', 'mesan', 'sesuai', 'apa', 'yg', 'ingin']","['yang', 'sangat', 'saya', 'senang', 'di', 'aplikasi', 'shopee', 'yakni', 'bisa', 'dengan', 'metode', 'cod', 'ada', 'gratis', 'ongkos kirim', 'dan', 'mesan', 'sesuai', 'apa', 'yang', 'ingin']"
"['akun', 'saya', 'ga', 'bisa', 'masuk', 'ga', 'tau', 'knp', 'kluar', 'sndri', 'gilir', 'mau', 'msuk', 'ga', 'bisa', 'bisa', 'blm', 'bisa', 'masuk', 'smntara', 'tulis', 'nya']","['akun', 'saya', 'ga', 'bisa', 'masuk', 'ga', 'tahu', 'kenapa', 'keluar', 'sndri', 'gilir', 'mau', 'masuk', 'ga', 'bisa', 'bisa', 'belum', 'bisa', 'masuk', 'smntara', 'tulis', 'nya']"
"['saat', 'ini', 'saya', 'kasih', 'bintang', 'karna', 'emang', 'bagus', 'tingkat', 'trus', 'ya', 'biar', 'bintang', 'nya', 'terus', 'tahan', 'shopee', 'karna', 'kamu', 'aku', 'ga', 'pernah', 'bisa', 'nabung', 'uang', 'selalu', 'habis', 'belanja', 'di', 'shopee', 'kalau', 'bapak', 'aku', 'tau', 'tiap', 'bulan', 'belanja', 'nyampe', 'pesan', 'habis', 'udah', 'aku']","['saat', 'ini', 'saya', 'kasih', 'bintang', 'karena', 'emang', 'bagus', 'tingkat', 'terus', 'iya', 'biar', 'bintang', 'nya', 'terus', 'tahan', 'shopee', 'karena', 'kamu', 'aku', 'ga', 'pernah', 'bisa', 'nabung', 'uang', 'selalu', 'habis', 'belanja', 'di', 'shopee', 'kalau', 'bapak', 'aku', 'tahu', 'tiap', 'bulan', 'belanja', 'sampai', 'pesan', 'habis', 'sudah', 'aku']"
"['ok', 'banget', 'belanja', 'tidak_pakek', 'ribet', 'banyak', 'gratis', 'ongkir', 'dari', 'nya', 'donk', 'biar', 'makin', 'semangat', 'belanja']","['ok', 'banget', 'belanja', 'tidak_pakai', 'ribet', 'banyak', 'gratis', 'ongkos kirim', 'dari', 'nya', 'donk', 'biar', 'makin', 'semangat', 'belanja']"
"['bagus', 'kok', 'maaf', 'jika', 'singgung', 'barang', 'yang', 'lama', 'kirim', 'gantung', 'jual', 'tidak_karena', 'apk', 'nya', 'kak']","['bagus', 'kok', 'maaf', 'jika', 'singgung', 'barang', 'yang', 'lama', 'kirim', 'gantung', 'jual', 'tidak_karena', 'aplikasi', 'nya', 'kak']"
"['waw', 'aplikasi', 'bagus', 'bangat', 'kalian', 'tidak_lupa', 'download', 'ya', 'kalau', 'ngak', 'download', 'kalian', 'nati', 'nyesel', 'lo']","['waw', 'aplikasi', 'bagus', 'banget', 'kalian', 'tidak_lupa', 'unduh', 'iya', 'kalau', 'tidak', 'unduh', 'kalian', 'nati', 'sesal', 'kamu']"
"['terimakasih', 'atas', 'respon', 'nya', 'kak', 'sangat', 'bantu', 'saya', 'suka', 'shopee', 'terimakasih', 'atas', 'bantu', 'good', 'job']","['terima kasih', 'atas', 'respon', 'nya', 'kak', 'sangat', 'bantu', 'saya', 'suka', 'shopee', 'terima kasih', 'atas', 'bantu', 'bagus', 'kerja']"
"['moga', 'belanja', 'di', 'shopee', 'bisa', 'muas', 'soal', 'di', 'aplikasi', 'belah', 'banyak', 'tipu', 'and', 'barang', 'tidak_tara', 'dengan', 'harga', 'yang', 'harus', 'di', 'bayar']","['moga', 'belanja', 'di', 'shopee', 'bisa', 'muas', 'soal', 'di', 'aplikasi', 'belah', 'banyak', 'tipu', 'and', 'barang', 'tidak_tara', 'dengan', 'harga', 'yang', 'harus', 'di', 'bayar']"
"['halo', 'min', 'mau', 'tax', 'gmn', 'barusan', 'sy', 'dpt', 'notif', 'utk', 'pembyaran', 'bpjs', 'kes', 'yg', 'gagal', 'apakh', 'uang', 'yg', 'sdh', 'sy', 'buat', 'membyar', 'tidak_kembali']","['halo', 'min', 'mau', 'tax', 'gmn', 'barusan', 'saya', 'dapat', 'notif', 'untuk', 'pembyaran', 'bpjs', 'kes', 'yang', 'gagal', 'apakh', 'uang', 'yang', 'sdh', 'saya', 'buat', 'membyar', 'tidak_kembali']"
"['hanya', 'buah', 'bohong', 'yang', 'sering', 'guna', 'oleh', 'kata', 'kata', 'rayu', 'enak', 'enak', 'empuk', 'dan', 'ekonomi', 'eropa', 'enak', 'enak', 'empuk', 'emre', 'emang', 'enak', 'enak', 'banget', 'janah', 'waktu', 'empat', 'ekor', 'emang', 'ente', 'ente', 'emang', 'ada', 'ga', 'ee', 'eye', 'emang', 'enak', 'enak', 'empuk', 'dan', 'nyaman', 'dan', 'vitamin', 'dan', 'yang', 'lain', 'enak', 'empuk', 'eko', 'yu', 'semangat', 'selalu']","['hanya', 'buah', 'bohong', 'yang', 'sering', 'guna', 'oleh', 'kata', 'kata', 'rayu', 'enak', 'enak', 'empuk', 'dan', 'ekonomi', 'eropa', 'enak', 'enak', 'empuk', 'emre', 'emang', 'enak', 'enak', 'banget', 'janah', 'waktu', 'empat', 'ekor', 'emang', 'ente', 'ente', 'emang', 'ada', 'ga', 'ee', 'eye', 'emang', 'enak', 'enak', 'empuk', 'dan', 'nyaman', 'dan', 'vitamin', 'dan', 'yang', 'lain', 'enak', 'empuk', 'eko', 'yu', 'semangat', 'selalu']"
"['shopee', 'sangat', 'mudah', 'dalam', 'bantu', 'penuh', 'butuh', 'dan', 'belanjaserta', 'untuk', 'bayar', 'apa', 'jadi', 'lebih', 'mudah', 'sangat', 'baik', 'hati', 'banyak', 'promo', 'dan', 'cashbacknya']","['shopee', 'sangat', 'mudah', 'dalam', 'bantu', 'penuh', 'butuh', 'dan', 'belanjaserta', 'untuk', 'bayar', 'apa', 'jadi', 'lebih', 'mudah', 'sangat', 'baik', 'hati', 'banyak', 'promo', 'dan', 'cashbacknya']"
"['aplikasi', 'ini', 'bagus', 'banget', 'ko', 'banyak', 'promo', 'juga', 'tapi', 'tolong', 'di', 'banyakin', 'gratis', 'ongkirnya', 'kak', 'terimakasih']","['aplikasi', 'ini', 'bagus', 'banget', 'ko', 'banyak', 'promo', 'juga', 'tapi', 'tolong', 'di', 'banyak', 'gratis', 'ongkirnya', 'kak', 'terima kasih']"
"['apk', 'ini', 'remonded', 'bangett', 'cara', 'mudah', 'laku', 'transksi', 'saat', 'beli', 'barang', 'dan', 'bisa', 'cod', 'apalagi', 'bisa', 'dapat', 'vocher', 'gratis', 'ongkir', 'lagi', 'pokok', 'recondede', 'dehh']","['aplikasi', 'ini', 'remonded', 'banget', 'cara', 'mudah', 'laku', 'transksi', 'saat', 'beli', 'barang', 'dan', 'bisa', 'cod', 'apalagi', 'bisa', 'dapat', 'voucer', 'gratis', 'ongkos kirim', 'lagi', 'pokok', 'recondede', 'dehh']"
"['alhamdulillah', 'terimakasih', 'banyak', 'team', 'shopee', 'telah', 'bantu', 'pulih', 'akun', 'sudah', 'percaya', 'blnja', 'di', 'shopee', 'sampai', 'kurir', 'nya', 'bosen', 'ngnter', 'pesan', 'ny']","['alhamdulillah', 'terima kasih', 'banyak', 'team', 'shopee', 'telah', 'bantu', 'pulih', 'akun', 'sudah', 'percaya', 'blnja', 'di', 'shopee', 'sampai', 'kurir', 'nya', 'bosan', 'ngnter', 'pesan', 'ny']"
"['puas', 'belanja', 'di', 'shopee', 'barang', 'bagus', 'sering', 'adakan', 'voucher', 'gratia', 'ongkir', 'biar', 'belanja', 'lebih', 'semangat', 'lagi']","['puas', 'belanja', 'di', 'shopee', 'barang', 'bagus', 'sering', 'ada', 'voucer', 'gratia', 'ongkos kirim', 'biar', 'belanja', 'lebih', 'semangat', 'lagi']"
"['cari', 'barang', 'yang', 'ingin', 'lebih', 'mudah', 'dan', 'tentu', 'sangat', 'bantu', 'dalam', 'kondisi', 'pandemi', 'saat', 'ini', 'tks']","['cari', 'barang', 'yang', 'ingin', 'lebih', 'mudah', 'dan', 'tentu', 'sangat', 'bantu', 'dalam', 'kondisi', 'pandemi', 'saat', 'ini', 'terima kasih']"
"['terima', 'kasih', 'shopee', 'sudah', 'beri', 'wadah', 'untuk', 'jual', 'seperti', 'saya', 'dan', 'tiap', 'ada', 'masalah', 'customer', 'servise', 'jam', 'bantu']","['terima', 'kasih', 'shopee', 'sudah', 'beri', 'wadah', 'untuk', 'jual', 'seperti', 'saya', 'dan', 'tiap', 'ada', 'masalah', 'konsumen', 'servise', 'jam', 'bantu']"
"['alhmdllah', 'belanja', 'di', 'shopee', 'bisa', 'lebih', 'hemat', 'dan', 'mudah', 'gausah', 'perlu', 'mana', 'tinggal', 'buka', 'app', 'shopee', 'nya', 'aja', 'semua', 'ada', 'di', 'shopee', 'moga', 'shopee', 'bisa', 'lebih', 'baik', 'lagi']","['alhmdllah', 'belanja', 'di', 'shopee', 'bisa', 'lebih', 'hemat', 'dan', 'mudah', 'gausah', 'perlu', 'mana', 'tinggal', 'buka', 'app', 'shopee', 'nya', 'saja', 'semua', 'ada', 'di', 'shopee', 'moga', 'shopee', 'bisa', 'lebih', 'baik', 'lagi']"
"['lama', 'belanja', 'di', 'shoope', 'saya', 'mersa', 'puas', 'baik', 'dari', 'kirim', 'maupun', 'rapi', 'paket', 'karna', 'kami', 'sangat', 'percaya', 'pd', 'shoope']","['lama', 'belanja', 'di', 'shoope', 'saya', 'mersa', 'puas', 'baik', 'dari', 'kirim', 'maupun', 'rapi', 'paket', 'karena', 'kami', 'sangat', 'percaya', 'pada', 'shoope']"
"['mantabb', 'sih', 'pelayananya', 'sellernya', 'yg', 'salah', 'ngirim', 'barang', 'tapi', 'pihak', 'shopee', 'yang', 'tanggung', 'jawab', 'ganti', 'voucher', 'harga', 'harga', 'barang', 'yg', 'bel', 'sedang', 'sellernya', 'pelayananya', 'minus']","['mantabb', 'sih', 'pelayanan', 'sellernya', 'yang', 'salah', 'kirim', 'barang', 'tapi', 'pihak', 'shopee', 'yang', 'tanggung', 'jawab', 'ganti', 'voucer', 'harga', 'harga', 'barang', 'yang', 'bel', 'sedang', 'sellernya', 'pelayanan', 'minus']"
"['saya', 'suka', 'belanja', 'di', 'shoppee', 'layan', 'nya', 'bagus', 'jual', 'barang', 'di', 'tiap', 'toko', 'amanah', 'terpecaya', 'sukses', 'selalu', 'buat', 'shoppee']","['saya', 'suka', 'belanja', 'di', 'shoppee', 'layan', 'nya', 'bagus', 'jual', 'barang', 'di', 'tiap', 'toko', 'amanah', 'terpecaya', 'sukses', 'selalu', 'buat', 'shoppee']"
